people_ID,Infect_Prob
6190,52.68295695
5482,52.53405773
18865,50.80640513
18700,51.3089542
6234,41.98176
5689,51.28722182
18585,51.24763312
17674,52.07276533
17875,54.67392
5997,51.28722182
5405,51.28722182
18201,86.89248
18575,49.56485861
5196,51.55070519
17709,52.56494211
5687,51.3089542
6284,55.65024
6140,50.17624432
18352,50.37167993
17718,52.80297674
6247,51.28722182
18578,49.56485861
18135,51.01098922
6052,83.96352
5132,51.28722182
5846,51.28722182
5138,39.0528
5149,49.89758181
6321,51.28722182
18115,51.01098922
5688,51.28722182
5748,51.72285706
17793,51.3089542
5855,49.47135309
6305,49.56485861
18085,51.01098922
5404,78.1056
5870,52.53405773
18866,50.80640513
5957,49.89758181
18138,50.70562664
6246,51.28722182
18643,49.56485861
6210,70.29504
17843,51.28722182
18260,50.4323616
5667,65.41344
18661,50.70562664
18319,51.06321969
5762,51.28722182
17727,51.28722182
18853,50.80640513
6251,52.75128279
18710,52.96805615
18809,89.82144
6067,51.72285706
6138,49.47135309
5374,51.28722182
18408,70.29504
5331,52.37375704
5194,51.4421396
18692,53.06217979
18668,49.89758181
5296,50.71285979
5546,49.47135309
5442,51.4421396
5699,52.80297674
18255,31.24224
5744,49.56485861
18169,67.36608
18343,50.4323616
17626,50.4323616
17878,48.816
5474,49.56485861
18653,88.84512
5137,50.71285979
5602,47.59297027
5907,46.64357115
5779,45.13463133
18180,45.47750199
18188,45.14654375
18207,81.03456
5379,63.4608
18106,50.15093962
5783,48.38623019
17890,50.15093962
5866,49.08760346
18012,50.51980155
17711,50.15093962
6133,49.15063467
6071,49.83947615
5857,50.19572272
18462,49.08760346
5116,92.7504
6136,51.05001024
17704,59.55552
5662,49.11252115
17690,50.51486121
6131,53.6976
18288,48.90953241
18203,49.83947615
18110,61.50816
17743,49.54089953
5207,50.19572272
5298,95.67936
5328,50.41377316
18238,40.02912
5426,92.7504
6298,48.79336374
6106,48.66497908
5282,49.08760346
6178,61.50816
18227,48.54281276
17631,48.54281276
5598,49.1361543
17820,50.15093962
18312,49.08760346
18716,48.54281276
18529,50.15093962
17925,49.83947615
18314,48.33167525
5859,50.41377316
6283,49.24589749
5562,50.20730351
5722,49.83947615
18059,48.33167525
5770,48.54281276
18181,70.29504
17649,50.15093962
5828,49.09801063
5778,49.08760346
17772,50.51486121
18732,51.05001024
6073,49.34061648
18687,50.51980155
5395,50.51486121
6058,49.11252115
18579,50.70429719
18846,51.05001024
5265,49.83947615
17862,50.5770035
5237,58.5792
17976,50.15093962
18267,64.43712
6048,51.630488
18237,51.05001024
18077,50.5770035
18299,51.05001024
5166,50.41377316
5824,51.05001024
5216,50.41709472
18788,50.5770035
6231,50.51980155
5178,51.05001024
18208,51.05001024
18376,51.630488
5350,52.72128
5903,50.20730351
18061,50.51980155
18821,50.15093962
18374,50.51486121
5392,51.05001024
17958,51.05001024
6315,50.5770035
5349,51.05001024
5227,50.41709472
5280,50.01441784
6303,31.24224
6023,50.5770035
5581,50.41377316
18202,94.70304
5970,50.41377316
18504,50.51486121
18047,50.70429719
5532,36.12384
18588,51.05001024
6098,51.630488
6189,50.5770035
17632,50.15093962
5359,50.41377316
18500,51.05001024
6293,49.24589749
5205,62.48448
17915,50.4924152
17987,51.05001024
5517,50.41377316
5501,33.19488
5764,50.41377316
18211,82.9872
18487,86.89248
17863,50.51486121
5191,50.41377316
6111,51.05001024
5769,51.05001024
18605,35.14752
18038,51.05001024
5930,50.41377316
18072,50.20730351
6102,90.79776
18020,50.70429719
17665,50.4924152
17668,50.5770035
18705,49.54089953
17968,61.50816
18212,50.51980155
5968,50.41377316
17938,51.05001024
6277,49.83947615
18536,51.05001024
18613,73.224
5766,50.41377316
18474,50.5770035
18297,90.79776
18753,50.4924152
18701,60.53184
5835,50.51486121
18142,50.51486121
18838,49.11252115
17719,73.224
5890,49.11252115
5560,94.70304
17658,50.51486121
18582,50.5770035
18300,51.05001024
18679,45.88704
18365,50.5770035
18901,78.1056
18414,51.05001024
18889,50.15093962
18257,50.4924152
18884,51.05001024
18873,49.11252115
5369,50.41377316
18698,50.51980155
5746,33.19488
17844,62.48448
18893,50.51486121
17867,50.5770035
17899,50.20730351
18546,50.20730351
18325,50.4924152
6220,48.54281276
18625,50.20730351
18053,50.4924152
5607,33.19488
5989,49.83947615
17712,50.5770035
18799,49.11252115
5483,50.41709472
6157,49.85117305
5715,50.41377316
17814,38.07648
17754,49.11252115
5375,50.51486121
17627,82.9872
17654,73.224
5923,51.05001024
18348,48.54281276
18657,50.20730351
5262,50.41377316
18491,49.54089953
5851,78.1056
17956,50.70429719
6270,51.05001024
5932,50.51486121
18323,50.4924152
5290,40.02912
5434,49.11252115
17782,51.05001024
5836,50.70429719
5729,49.54089953
17780,49.54089953
17757,50.51486121
5197,50.19572272
18498,50.51486121
18832,38.07648
18023,50.19572272
5435,51.05001024
18852,50.15093962
18254,50.5770035
18024,50.51980155
6194,49.15063467
18007,49.79232
5473,63.4608
5550,50.51486121
18451,94.70304
6081,50.4924152
5506,49.40374286
18098,49.83947615
17952,48.54281276
5844,49.09801063
5692,50.41377316
5499,50.51486121
5145,50.51486121
18499,50.20730351
5084,49.83947615
6169,41.98176
18758,49.83947615
18419,49.08760346
5838,48.54281276
5847,49.24589749
18869,48.54281276
5346,51.05001024
18885,50.51980155
5183,50.41377316
5818,50.70429719
5648,50.70429719
18390,47.83968
18537,49.54089953
17954,50.20730351
17786,49.83947615
17636,50.5770035
17660,49.11252115
18221,48.54281276
5869,50.19572272
5656,48.54281276
5684,50.51486121
5141,49.11252115
6168,50.51980155
18908,50.51980155
5531,49.83947615
5680,83.96352
5960,49.1361543
18065,50.15093962
18429,48.54281276
18793,49.54089953
5457,50.41377316
18356,49.54089953
17766,82.01088
6066,50.20730351
18841,38.07648
5549,87.8688
5398,48.54281276
17904,50.4924152
18322,92.7504
5119,50.41377316
5705,45.88704
5977,51.05001024
18125,50.4924152
18080,49.11252115
5946,47.76456396
18677,50.5770035
6046,50.01441784
18317,50.15093962
5892,50.20730351
5300,51.05001024
5291,49.83947615
5819,49.08760346
18444,50.4924152
5294,97.632
6055,51.05001024
6064,49.08760346
18667,48.54281276
5541,49.85117305
5991,49.11252115
6244,80.05824
5837,33.19488
5827,50.51486121
18697,48.54281276
18146,29.2896
5920,48.54281276
18111,50.20730351
17933,57.60288
18607,49.54089953
18248,50.51980155
5831,49.1361543
5184,48.53727023
17934,50.15093962
17746,49.11252115
6202,50.4924152
5199,48.90953241
5884,48.54281276
17728,50.15093962
5657,49.54089953
5144,49.54089953
6217,41.00544
17677,47.76456396
6026,49.1361543
6233,50.4924152
5446,73.224
5962,50.41377316
18423,50.51980155
17715,46.86336
17841,50.15093962
5800,49.54089953
6187,50.51980155
5361,65.41344
5384,52.72128
18797,48.54281276
18287,48.54281276
5558,50.20730351
18790,49.08760346
5771,50.20730351
5209,92.7504
6243,49.15063467
18747,47.76456396
18587,57.60288
5086,50.41377316
5443,49.1361543
5148,49.54089953
18649,48.90953241
6278,49.83947615
18204,49.54089953
5422,70.29504
5467,50.41377316
17923,40.02912
18320,41.98176
5094,49.54089953
6088,49.83947615
5429,50.70429719
5529,51.05001024
18218,50.51486121
5679,50.41377316
17913,48.38623019
18576,49.11252115
18724,48.38623019
6238,50.51486121
18637,49.11252115
18748,47.76456396
5252,65.41344
18075,48.90953241
18222,50.20730351
5273,50.20730351
5886,50.51486121
6033,49.11252115
18291,49.83947615
5616,35.14752
18166,50.51486121
17692,50.4924152
5219,50.41377316
5988,48.38623019
5504,48.90953241
18129,49.83947615
18440,41.00544
18488,50.4924152
18131,49.83947615
18849,50.15093962
18162,49.54089953
18829,73.224
5156,49.11252115
18013,50.51486121
18804,50.15093962
17708,48.90953241
17795,48.54281276
5811,49.83947615
17936,48.38623019
5221,49.08760346
5845,49.08760346
18490,48.38623019
5126,48.38623019
18367,48.54281276
5767,65.41344
5438,49.15063467
18746,49.83947615
18883,49.54089953
17822,50.19572272
5535,50.51486121
5447,49.11252115
5804,49.83947615
18729,49.08760346
18032,93.72672
5570,48.38623019
18837,49.08760346
18690,48.38623019
5245,48.79336374
6123,49.11252115
17916,49.54089953
18859,49.83947615
18232,50.15093962
5954,48.90953241
5308,50.23617919
18458,50.51486121
5813,49.1361543
5914,47.76456396
18561,50.19572272
18114,74.20032
5590,49.1361543
17848,50.51486121
5309,49.11252115
5110,36.12384
6192,50.51486121
5079,50.51486121
5640,48.90953241
18067,50.15093962
5695,49.1361543
18620,49.08760346
18215,38.07648
5626,49.11252115
17720,50.15093962
18548,49.54089953
6280,78.1056
18449,49.11252115
18450,50.15093962
18005,48.54281276
18831,49.08760346
18683,49.83947615
17764,49.11252115
5439,49.15063467
6322,49.15063467
18280,50.15093962
6172,49.11252115
18466,93.72672
18359,50.51486121
18002,50.15093962
18334,50.76864
6110,48.79336374
5486,48.54281276
5251,81.03456
5919,50.41377316
6215,49.09801063
5812,85.91616
18156,49.83947615
17650,49.54089953
18415,48.38623019
18160,50.20730351
5928,49.54089953
6056,33.19488
18025,48.54281276
6054,49.54089953
17681,48.38623019
17776,49.54089953
18133,50.15093962
18708,50.15093962
5394,49.11252115
6119,50.51486121
5270,48.54281276
17959,48.33167525
5406,50.51486121
5950,49.1361543
18168,65.41344
18029,50.15093962
6239,49.09801063
18467,64.43712
17964,49.24589749
18656,48.79336374
18552,50.15093962
18079,48.38623019
18678,92.7504
6039,49.1361543
18185,48.54281276
6203,50.20730351
5360,49.54089953
18909,49.11252115
18196,74.20032
18632,47.76456396
18512,49.08760346
18034,32.21856
5268,49.1361543
6223,49.54089953
18631,49.24589749
5373,48.54281276
18696,48.54281276
5789,48.54281276
18900,49.11252115
5681,49.11252115
18283,50.15093962
18847,64.43712
5159,49.08760346
5551,32.21856
18074,48.54281276
17784,50.20730351
5335,49.1361543
18903,50.15093962
18062,50.15093962
18630,50.51486121
5599,49.15063467
17999,49.11252115
5701,49.83947615
18827,49.54089953
17970,65.41344
5419,48.54281276
18581,50.15093962
17861,93.72672
5393,48.38623019
17806,59.55552
6129,48.38623019
5161,96.65568
17804,49.24589749
5780,49.1361543
5479,49.83947615
18086,50.19572272
6248,49.15063467
17798,50.15093962
18157,48.38623019
18272,50.15093962
18022,48.54281276
18770,49.11252115
5230,49.11252115
5565,68.3424
18539,68.3424
18167,50.51486121
5615,49.54089953
18307,50.15093962
5397,49.24589749
18102,49.08760346
18324,49.11252115
18099,74.20032
18015,48.38623019
5481,48.33167525
18418,49.11252115
17831,50.15093962
6115,48.54281276
17982,48.90953241
18014,47.76456396
18779,50.15093962
18820,50.15093962
18558,47.76456396
18017,48.54281276
17837,49.54089953
5976,48.54281276
18306,48.79336374
6272,49.34061648
18331,46.86336
5561,49.08760346
17669,50.15093962
18855,49.11252115
5528,48.54281276
18321,48.90953241
18172,48.90953241
18614,48.54281276
17748,50.15093962
17800,41.98176
5945,48.66497908
18514,49.08760346
5644,48.54281276
5982,50.51486121
5288,50.01441784
6265,48.38623019
5840,49.11252115
17851,78.1056
18246,50.15093962
6250,48.38623019
5214,49.11252115
18777,48.79336374
6001,49.24589749
5782,49.1361543
5484,49.11252115
5760,49.15063467
6218,49.08760346
5953,49.08760346
18577,47.76456396
6264,48.54281276
17770,48.90953241
18634,48.90953241
5938,49.54089953
6214,49.08760346
5324,49.08760346
18108,50.15093962
18469,49.54089953
18672,50.15093962
18480,97.632
18531,48.38623019
6180,60.53184
5454,49.1361543
5364,87.8688
18088,34.1712
17922,50.15093962
6286,48.66497908
18456,50.15093962
17975,49.08760346
18397,48.38623019
5242,48.38623019
5244,48.54281276
18445,74.20032
18281,50.15093962
5636,48.38623019
17957,48.54281276
18761,50.15093962
17990,50.15093962
5123,69.31872
5801,49.1361543
6235,49.09801063
6108,86.89248
5659,49.08760346
18503,64.43712
5190,48.53727023
18711,49.83947615
18670,49.08760346
18814,48.38623019
18057,32.21856
18751,49.11252115
18786,47.76456396
6150,48.54281276
18574,50.15093962
18506,48.54281276
18828,48.79336374
6069,49.1361543
5180,48.53727023
6166,49.1361543
17791,50.15093962
5113,65.41344
17939,50.15093962
6259,49.34061648
17928,50.15093962
17624,95.67936
17623,92.7504
18477,50.15093962
17734,50.15093962
18275,48.90953241
17998,49.08760346
17992,49.08760346
5655,49.08760346
5969,49.09801063
5863,49.15063467
18803,48.54281276
5418,48.54281276
5850,48.33167525
5240,47.76456396
5672,48.33167525
6094,49.1361543
5293,49.24589749
5081,48.90953241
5537,48.33167525
5663,49.1361543
17790,50.15093962
6205,74.20032
6198,49.11252115
5566,49.1361543
5742,41.00544
6096,96.65568
6004,81.03456
5092,41.98176
18593,48.38623019
6177,49.1361543
5413,49.1361543
5917,49.1361543
5211,50.01441784
5848,49.08760346
17839,49.08760346
5553,49.15063467
18590,50.15093962
5451,91.77408
6273,49.1361543
17641,49.08760346
5523,49.08760346
17749,50.76864
6093,48.79336374
5440,49.34061648
18671,50.15093962
5743,73.224
17740,77.12928
5153,49.08760346
17881,48.79336374
18256,48.816
18638,48.38623019
5396,49.11252115
17997,83.96352
17687,50.15093962
18627,49.08760346
5277,50.01441784
18826,48.816
5719,48.79336374
5600,48.90953241
18112,51.74496
5522,49.1361543
18089,78.1056
5090,95.67936
5124,48.53727023
18120,94.70304
5557,49.1361543
5796,48.38623019
17937,48.90953241
18265,50.15093962
18878,48.38623019
5773,49.11252115
18091,50.15093962
5964,85.91616
18019,74.20032
5133,48.66497908
6170,48.90953241
17803,50.15093962
5966,48.54281276
18124,48.54281276
18717,50.15093962
5243,48.38623019
17882,49.08760346
18533,47.76456396
18876,48.90953241
18744,49.08760346
5278,48.90953241
5239,49.08760346
5358,30.26592
5574,49.34061648
5641,65.41344
18186,70.29504
17885,48.79336374
5939,49.08760346
5155,48.38623019
5412,53.6976
17699,48.90953241
17640,85.91616
18522,46.86336
17905,48.90953241
5575,49.34061648
5569,33.19488
5325,49.34061648
18703,50.15093962
17898,50.15093962
18351,50.15093962
18560,48.90953241
5372,49.08760346
17985,51.74496
5186,49.08760346
5098,47.76456396
18063,50.15093962
6041,48.79336374
5638,49.08760346
18493,49.08760346
18216,50.15093962
18223,49.08760346
5694,48.38623019
5088,49.08760346
18621,49.08760346
5363,47.76456396
5943,95.67936
5765,49.34061648
17870,49.08760346
5106,48.53727023
18004,86.89248
17980,49.08760346
5385,90.79776
5810,48.54281276
6236,49.34061648
18393,51.74496
5721,48.38623019
18045,48.90953241
18335,48.79336374
18008,53.6976
5468,49.12285646
18806,48.38623019
17819,50.15093962
5965,48.38623019
18230,48.90953241
5336,48.38623019
5577,49.1361543
18760,50.15093962
17860,38.07648
18782,49.08760346
6072,34.1712
17744,49.08760346
18519,48.38623019
17811,48.38623019
5445,49.08760346
5491,48.90953241
5992,49.34061648
5269,48.38623019
18608,48.38623019
5582,48.38623019
5961,48.90953241
18092,49.08760346
17830,49.08760346
17778,49.08760346
6036,48.38623019
17698,48.38623019
5286,49.12285646
18619,49.08760346
6242,48.38623019
5320,44.91072
6149,44.91072
18048,49.08760346
17852,49.08760346
6208,48.46915044
18363,47.72354552
5937,48.22852952
6007,47.52540201
5248,46.86336
17691,47.12374872
5411,46.64357115
5533,45.11630866
5806,46.86336
5867,47.63117992
5902,46.88060184
5465,67.36608
5441,46.59500009
5279,46.28396543
17745,97.632
18795,51.74496
18743,48.49165137
18193,67.36608
5935,47.91950955
5222,47.59188055
5633,46.78642238
5326,46.68431953
6113,46.22979199
17914,45.47750199
18132,47.43585956
18199,46.88630739
6260,46.69601536
17893,47.56821332
5518,46.17067756
5568,58.5792
5231,48.50740129
5926,48.23555782
6164,47.58218124
18126,48.40837382
17989,47.77913857
18368,77.12928
5527,45.70044434
17785,46.60539763
5341,45.88704
5979,78.1056
17812,86.89248
5492,47.84540575
5864,95.67936
18566,97.632
18600,96.65568
6301,46.33872909
17700,46.86336
17630,46.76622584
5936,46.22757872
18725,48.50740129
5610,47.98933547
17775,44.91072
17672,46.57993226
5340,49.79232
18290,49.27596591
18249,61.50816
17633,47.2975168
18392,46.69601536
18431,49.40061154
6185,49.34425548
6075,49.39788379
18860,47.19356264
6034,47.60205894
5322,48.816
5505,49.34425548
6017,49.27596591
5604,48.83239785
18784,49.29792712
17918,48.83239785
17854,48.22084959
5873,48.82129198
5462,49.27596591
17946,49.27596591
6146,49.79232
18182,49.29792712
17945,48.46915044
18655,48.54675959
18435,48.5810512
18226,49.09289449
18895,48.52678681
5097,48.52579931
5871,48.70914299
18597,49.27596591
18520,53.6976
6050,48.45908786
18645,46.46782212
5179,48.54249537
18564,48.63731173
5168,49.27596591
18666,48.5810512
5301,48.78360724
18109,49.27596591
6184,49.39788379
5635,79.08192
6090,49.39788379
6000,48.82129198
5437,48.23555782
5775,48.46246057
5353,47.85517996
5985,48.22084959
17643,48.48196567
18864,47.67496445
5865,48.05454833
6139,47.83968
5131,48.51031363
18346,48.74965218
18250,48.48196567
5078,48.22084959
5524,48.63731173
18800,48.54675959
5642,49.39788379
6163,48.76745194
6079,46.64357115
5450,49.34425548
6015,40.02912
18433,48.01134371
18684,47.94259911
17887,49.29792712
5235,48.14824967
5877,48.5810512
18902,70.29504
6209,47.41860011
5357,47.85881315
18289,48.52678681
18508,48.28501624
5337,48.05454833
5408,48.5810512
5940,49.27596591
18555,48.97096779
18844,48.21764993
6019,48.45908786
18834,48.82843389
5913,48.45945407
18161,48.5810512
18880,47.67286722
18434,48.1653795
18422,48.97096779
5448,48.10781422
5737,48.97096779
5990,47.39952078
5676,48.76745194
18484,47.67286722
18136,46.81537241
18037,47.52491375
6226,48.5810512
18389,48.22109437
18660,47.67496445
5718,48.53996112
18371,45.88704
6147,47.98933547
5189,47.89952602
18583,48.48196567
5949,47.86802893
5267,92.7504
5460,47.86802893
5487,48.45945407
18811,47.90706585
6268,48.59312545
18049,48.51031363
5082,47.23369382
17883,30.26592
18754,96.65568
18907,47.89033235
5916,48.02457435
5547,35.14752
17621,48.05119238
5605,97.632
5366,62.48448
18184,47.67286722
5774,56.62656
5485,48.15694901
5416,51.74496
18375,47.48010998
18338,48.22109437
5495,48.23342267
18396,47.93405438
18505,48.18089248
18386,47.59297027
5895,47.48845275
18056,48.17255236
5490,48.45908786
5906,48.23342267
5122,64.43712
18378,44.91072
18856,48.70914299
17797,67.36608
17771,48.816
18224,47.39990402
17903,48.22109437
6309,47.85517996
18662,48.20664842
18263,48.14802527
18453,48.09688015
5830,48.05454833
17849,33.19488
18268,48.05454833
17760,47.86802893
18187,47.8438182
5287,48.46246057
18471,47.48345022
6306,47.10952574
5591,48.53996112
5253,48.46246057
18759,48.12820565
18209,33.19488
17666,48.23342267
18730,47.3954898
18235,77.12928
5685,47.02635616
18862,47.67496445
18373,47.28359683
18874,46.77867636
18436,48.53996112
6116,48.22852952
17675,48.15694901
17637,47.44631532
17781,48.03047317
6003,81.03456
17679,79.08192
5880,47.8699445
18277,47.56527223
17655,47.54201147
6045,47.47274059
18483,47.13264866
18540,47.8699445
5802,47.39118196
5295,47.86014435
18891,47.71110472
18234,47.39990402
5874,73.224
5876,47.02635616
17835,93.72672
17642,47.77913857
18644,95.67936
18152,47.76626424
5597,47.59297027
5202,48.01883613
17977,47.77913857
5793,47.02635616
18206,48.48196567
18604,48.14802527
5691,47.58218124
6216,60.53184
5272,47.00218526
18213,47.02791517
17829,48.16489
6029,47.58218124
18734,47.52540201
17988,48.816
5095,47.88661771
18815,47.71230592
5115,47.20705375
17855,47.00678371
5777,86.89248
5647,48.02457435
5894,40.02912
5167,47.72176043
18888,48.40837382
6152,48.45908786
18624,47.9807469
17995,48.04171521
18259,47.32464519
17979,47.81845807
18381,48.23342267
18824,47.56821332
17620,46.22269623
5878,48.05454833
6118,47.84540575
5377,93.72672
6230,47.2975168
18140,47.516458
18468,47.49416836
5304,47.8699445
5736,34.1712
5125,47.49451723
18629,38.07648
18200,47.02791517
5585,48.23229131
5952,47.35544877
5152,47.60716164
6285,44.90049899
5630,85.91616
18723,47.41736048
17845,47.39952078
18532,46.86336
18669,47.56527223
18171,71.27136
18384,47.52540201
5283,47.95718296
17924,47.02339031
5307,48.22974342
5732,47.88661771
5750,47.05495314
5915,48.01883613
5752,47.28359683
18481,47.02339031
18473,47.72354552
18060,48.23342267
17866,48.22109437
18817,48.05119238
18100,38.07648
18507,44.91072
5927,47.00678371
5534,48.53996112
6200,47.41860011
5670,47.41219313
5314,83.96352
6294,47.11249524
5612,48.5810512
